HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_url2,Input.image_url3,Input.image_url4,Answer.categories,Approve,Reject
34OWYT6U3YXO04XMRTNDNIG5NG79IG,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:43 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:43 PDT 2019,,,3FIJLY1B6XKR4K9WXDIQVVZGP31PFJ,AXDO88EAF2SKI,Submitted,Mon Mar 11 20:57:52 PDT 2019,Mon Mar 11 20:57:57 PDT 2019,Thu Mar 14 20:57:57 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),apple,crackers,coke,potato_chips,Bottom
34OWYT6U3YXO04XMRTNDNIG5NG7I9P,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:56 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:56 PDT 2019,,,3PMBY0YE2AJZ9L9FPMWS1ZEYNMS9CY,A1Z6Z8DLHRO46O,Submitted,Mon Mar 11 20:57:50 PDT 2019,Mon Mar 11 20:57:53 PDT 2019,Thu Mar 14 20:57:53 PDT 2019,,,,3,0% (0/0),0% (0/0),0% (0/0),potato_chips,onion,grape_juice,orange,Top
34OWYT6U3YXO04XMRTNDNIG5NG89IH,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:31 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:31 PDT 2019,,,3WQ3B2KGEBWYABEE79L4B9QX7P4B1K,A399B3HHN9ZENF,Submitted,Mon Mar 11 20:58:19 PDT 2019,Mon Mar 11 20:58:35 PDT 2019,Thu Mar 14 20:58:35 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),coke,corn,apple,grape_juice,Bottom
34R0BODSP3FTJCTOSKK5QNDB9RBE5F,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:35 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:35 PDT 2019,,,339ANSOTR8IA3KE6LTJ32BQ9BLEIKT,A2G7XPM051Q1XB,Submitted,Mon Mar 11 20:43:32 PDT 2019,Mon Mar 11 20:43:47 PDT 2019,Thu Mar 14 20:43:47 PDT 2019,,,,15,0% (0/0),0% (0/0),0% (0/0),bread,coke,orange_juice,orange,Bottom
34R0BODSP3FTJCTOSKK5QNDB9RC5E7,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:34 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:34 PDT 2019,,,3H0W84IWBNIKAJPFFU29I8EVEK3REO,A3C2VK56SEKI4G,Submitted,Mon Mar 11 20:47:37 PDT 2019,Mon Mar 11 20:47:42 PDT 2019,Thu Mar 14 20:47:42 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),jelly,apple,corn,bread,Bottom
34R0BODSP3FTJCTOSKK5QNDB9RDE5H,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:21 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:21 PDT 2019,,,3SNLUL3WO73QWHRO0AKI0ERZUG9LUA,A324VBRLXHG5IB,Submitted,Mon Mar 11 20:48:58 PDT 2019,Mon Mar 11 20:49:31 PDT 2019,Thu Mar 14 20:49:31 PDT 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),grape_juice,cereal_2,bread,corn,Top
34R0BODSP3FTJCTOSKK5QNDB9REE5I,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:04 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:04 PDT 2019,,,3IXEICO795ZTDJ9SD1O66ZN0L7F6TY,AZPAJPZOTOLAR,Submitted,Mon Mar 11 20:51:18 PDT 2019,Mon Mar 11 20:51:24 PDT 2019,Thu Mar 14 20:51:24 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),crackers,crackers,bread,orange_juice,Top
34R0BODSP3FTJCTOSKK5QNDB9RFE5J,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:57 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:57 PDT 2019,,,33IZTU6J84H5HYG9POS6W74YGS1XSV,A3D6IPJ4RBCNVY,Submitted,Mon Mar 11 20:53:27 PDT 2019,Mon Mar 11 20:53:49 PDT 2019,Thu Mar 14 20:53:49 PDT 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),bread,potato_chips,grape_juice,jelly,Bottom
34R0BODSP3FTJCTOSKK5QNDB9RGE5K,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:24 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:24 PDT 2019,,,3WLEIWSYHRXFQ9ZWQ5VE2330U8LH2L,A2M47PS6EFUN1J,Submitted,Mon Mar 11 20:56:18 PDT 2019,Mon Mar 11 20:56:32 PDT 2019,Thu Mar 14 20:56:32 PDT 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),onion,crackers,apple,corn,Middle
34R0BODSP3FTJCTOSKK5QNDB9RH5EC,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:58 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:58 PDT 2019,,,3P4MQ7TPP0SZN9W696ETHL36T1UBB2,A1RRMINTJ8BHKG,Submitted,Mon Mar 11 20:57:15 PDT 2019,Mon Mar 11 20:57:32 PDT 2019,Thu Mar 14 20:57:32 PDT 2019,,,,17,0% (0/0),0% (0/0),0% (0/0),cereal_2,apple,corn,potato_chips,Bottom
34R0BODSP3FTJCTOSKK5QNDB9RI5ED,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:46 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:46 PDT 2019,,,3HWRJOOET8IWBYPSUJ2E8IJR0MVES8,ACSS93E03ZUGX,Submitted,Mon Mar 11 20:59:13 PDT 2019,Mon Mar 11 20:59:18 PDT 2019,Thu Mar 14 20:59:18 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),crackers,apple,onion,bread,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L46HWE,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:37:59 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:37:59 PDT 2019,,,3OWEPKL08CSEM6IDZF7M3EH4R077NR,A35X2QXIS7N1W1,Submitted,Mon Mar 11 20:40:10 PDT 2019,Mon Mar 11 20:40:16 PDT 2019,Thu Mar 14 20:40:16 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),crackers,apple,onion,bread,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L46WHT,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:27 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:27 PDT 2019,,,3DUZQ9U6SP4DD9BEP9RO8M7D0HNSVH,A3S5DWMCT53P8,Submitted,Mon Mar 11 20:43:53 PDT 2019,Mon Mar 11 20:44:52 PDT 2019,Thu Mar 14 20:44:52 PDT 2019,,,,59,0% (0/0),0% (0/0),0% (0/0),coke,jelly,crackers,onion,Top
34R3P23QHUHZG5ZAEMFK1QN1L47HWF,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:49 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:49 PDT 2019,,,36PW28KO42CSB23YDJGNNIPLEGEEA2,ARXJV1OFP2LE6,Submitted,Mon Mar 11 20:44:41 PDT 2019,Mon Mar 11 20:44:47 PDT 2019,Thu Mar 14 20:44:47 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),crackers,grape_juice,apple,bread,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L47WHU,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:27 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:27 PDT 2019,,,3BGYGHDBB00BBJWE7KS7FZXY5PZ22K,A3D6IPJ4RBCNVY,Submitted,Mon Mar 11 20:49:34 PDT 2019,Mon Mar 11 20:49:50 PDT 2019,Thu Mar 14 20:49:50 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),jelly,onion,grape_juice,orange_juice,Middle
34R3P23QHUHZG5ZAEMFK1QN1L49HWH,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:33 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:33 PDT 2019,,,37XITHEISZP5DL51J3WESKEST8SCRI,A3D6IPJ4RBCNVY,Submitted,Mon Mar 11 20:50:26 PDT 2019,Mon Mar 11 20:50:53 PDT 2019,Thu Mar 14 20:50:53 PDT 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),orange,corn,cereal_2,orange_juice,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L49WHW,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:01 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:01 PDT 2019,,,3A4NIXBJ79F7J9MFR8TW94A5HU7LMJ,A16RNO7F5Z4KB0,Submitted,Mon Mar 11 20:50:49 PDT 2019,Mon Mar 11 20:50:53 PDT 2019,Thu Mar 14 20:50:53 PDT 2019,,,,4,0% (0/0),0% (0/0),0% (0/0),coke,apple,orange_juice,corn,Middle
34R3P23QHUHZG5ZAEMFK1QN1L4AWHX,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:53 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:53 PDT 2019,,,3H8DHMCCWCRTV9YKTFISBEAWJGCKDZ,A31EUQA8YR9SPI,Submitted,Mon Mar 11 20:53:03 PDT 2019,Mon Mar 11 20:53:09 PDT 2019,Thu Mar 14 20:53:09 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),jelly,grape_juice,apple,bread,Top
34R3P23QHUHZG5ZAEMFK1QN1L4BWHY,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:44 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:44 PDT 2019,,,3N1FSUEFL8G8H79H8NVC4XL0MUOD44,A1MNXQLEZKUDOX,Submitted,Mon Mar 11 20:55:46 PDT 2019,Mon Mar 11 20:56:41 PDT 2019,Thu Mar 14 20:56:41 PDT 2019,,,,55,0% (0/0),0% (0/0),0% (0/0),orange_juice,onion,grape_juice,orange_juice,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L4DHWL,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:52 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:52 PDT 2019,,,3X08E93BHYYNBLYGHOGDVPVM1Z966S,A3QZMGTVA4VO44,Submitted,Mon Mar 11 20:58:25 PDT 2019,Mon Mar 11 20:58:31 PDT 2019,Thu Mar 14 20:58:31 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),coke,jelly,orange_juice,grape_juice,Middle
34R3P23QHUHZG5ZAEMFK1QN1L4DWH0,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:22 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:22 PDT 2019,,,3VE8AYVF8PD6YSAFBWGF994Q0T28FJ,APUPF3D94XYUQ,Submitted,Mon Mar 11 20:58:11 PDT 2019,Mon Mar 11 20:58:16 PDT 2019,Thu Mar 14 20:58:16 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),crackers,apple,jelly,crackers,Bottom
34R3P23QHUHZG5ZAEMFK1QN1L4EHWM,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:47 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:47 PDT 2019,,,3TXWC2NHN26FG2YBM8MSG4IG9PES9B,A3CFW5C8RUB1H,Submitted,Mon Mar 11 20:59:09 PDT 2019,Mon Mar 11 20:59:15 PDT 2019,Thu Mar 14 20:59:15 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),crackers,potato_chips,grape_juice,orange,Top
34XASH8KLS2VOA3KTXH211N19T2MPX,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:37:51 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:37:51 PDT 2019,,,3Q5C1WP23PHWLVX56ZUR8NQ5XT815Z,A1WAWEY2810TFN,Submitted,Mon Mar 11 20:42:00 PDT 2019,Mon Mar 11 20:42:06 PDT 2019,Thu Mar 14 20:42:06 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),grape_juice,apple,potato_chips,orange_juice,Bottom
34XASH8KLS2VOA3KTXH211N19T2PM0,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:04 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:04 PDT 2019,,,3TOK3KHVJWYW4RIP0U7ZI3H9HAC7O6,A3MD785P8MJ3A2,Submitted,Mon Mar 11 20:40:10 PDT 2019,Mon Mar 11 20:40:17 PDT 2019,Thu Mar 14 20:40:17 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),crackers,orange,potato_chips,cereal_2,Middle
34XASH8KLS2VOA3KTXH211N19T3MPY,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:49 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:49 PDT 2019,,,3634BBTX0RAZNYMSKIS6MYY43PYIFS,A23WTODPHXZ68Y,Submitted,Mon Mar 11 20:45:30 PDT 2019,Mon Mar 11 20:47:52 PDT 2019,Thu Mar 14 20:47:52 PDT 2019,,,,142,0% (0/0),0% (0/0),0% (0/0),bread,cereal_2,potato_chips,coke,Middle
34XASH8KLS2VOA3KTXH211N19T3PM1,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:55 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:55 PDT 2019,,,3FK0YFF9P2WT51SIJ4WTJ9RKZLJVVR,A3D6IPJ4RBCNVY,Submitted,Mon Mar 11 20:47:15 PDT 2019,Mon Mar 11 20:47:27 PDT 2019,Thu Mar 14 20:47:27 PDT 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),potato_chips,orange_juice,potato_chips,coke,Middle
34XASH8KLS2VOA3KTXH211N19T4MPZ,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:44 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:44 PDT 2019,,,33L7PJKHCJEGHXSG6GL4QDJRR238TK,A16RNO7F5Z4KB0,Submitted,Mon Mar 11 20:47:45 PDT 2019,Mon Mar 11 20:47:50 PDT 2019,Thu Mar 14 20:47:50 PDT 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),cereal_2,apple,corn,potato_chips,Bottom
34XASH8KLS2VOA3KTXH211N19T4PM2,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:47 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:47 PDT 2019,,,3MX2NQ3YCCA4BWIYDSFY3WU628Q5XY,A2A16D2WKN1TXB,Submitted,Mon Mar 11 20:47:36 PDT 2019,Mon Mar 11 20:47:52 PDT 2019,Thu Mar 14 20:47:52 PDT 2019,,,,16,0% (0/0),0% (0/0),0% (0/0),orange_juice,cereal_2,potato_chips,corn,Bottom
34XASH8KLS2VOA3KTXH211N19T5PM3,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:36 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:36 PDT 2019,,,30LB5CDZNFQULKWCH4X7JMEQT0F0Z7,A2MYPJ9OE9LH5Z,Submitted,Mon Mar 11 20:51:08 PDT 2019,Mon Mar 11 20:51:32 PDT 2019,Thu Mar 14 20:51:32 PDT 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),grape_juice,grape_juice,bread,coke,Top
34XASH8KLS2VOA3KTXH211N19T6PM4,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:41:33 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:41:33 PDT 2019,,,3L0KT67Y8HWUH36JUKE8FLB7IYVSYW,A3C2VK56SEKI4G,Submitted,Mon Mar 11 20:53:36 PDT 2019,Mon Mar 11 20:53:44 PDT 2019,Thu Mar 14 20:53:44 PDT 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),bread,coke,potato_chips,orange,Bottom
34XASH8KLS2VOA3KTXH211N19T7MP2,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:13 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:13 PDT 2019,,,32KTQ2V7RGVCI7L62BQ64VJAH0TM9Q,A1FP3SH704X01V,Submitted,Mon Mar 11 20:55:07 PDT 2019,Mon Mar 11 20:55:17 PDT 2019,Thu Mar 14 20:55:17 PDT 2019,,,,10,0% (0/0),0% (0/0),0% (0/0),grape_juice,jelly,potato_chips,apple,Top
34XASH8KLS2VOA3KTXH211N19T7PM5,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:42:16 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:42:16 PDT 2019,,,3AAJC4I4FJ81NQXY3C7D1RTMS9NJZZ,A2QN9TEN4DFNLS,Submitted,Mon Mar 11 20:54:20 PDT 2019,Mon Mar 11 20:54:28 PDT 2019,Thu Mar 14 20:54:28 PDT 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),cereal_2,orange,crackers,potato_chips,Middle
34XASH8KLS2VOA3KTXH211N19T8PM6,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:10 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:10 PDT 2019,,,3K5TEWLKGYROJV8IKXXA4K1QRJTIVN,A2XFGTPDO4KQ2B,Submitted,Mon Mar 11 20:56:09 PDT 2019,Mon Mar 11 20:56:15 PDT 2019,Thu Mar 14 20:56:15 PDT 2019,,,,6,0% (0/0),0% (0/0),0% (0/0),onion,jelly,coke,cereal_2,Top
34XASH8KLS2VOA3KTXH211N19T9MP4,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:43:58 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:43:58 PDT 2019,,,3GDTJDAPVXRC422WXJKS4ZOZXUD8MP,AZPAJPZOTOLAR,Submitted,Mon Mar 11 20:57:28 PDT 2019,Mon Mar 11 20:57:41 PDT 2019,Thu Mar 14 20:57:41 PDT 2019,,,,13,0% (0/0),0% (0/0),0% (0/0),orange_juice,crackers,orange_juice,jelly,Middle
34XASH8KLS2VOA3KTXH211N19T9PM7,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:44:01 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:44:01 PDT 2019,,,3RRCEFRB7PSF2ABXUR4697X0J9EB4X,AZ5SAK71SEPOT,Submitted,Mon Mar 11 20:58:23 PDT 2019,Mon Mar 11 20:58:30 PDT 2019,Thu Mar 14 20:58:30 PDT 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),coke,jelly,corn,potato_chips,Bottom
34YWR3PJ2AQ3U5Y4QJ4LXH2R8PAX0L,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:33 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:33 PDT 2019,,,37QW5D2ZRJ2F2XF1HGGEG8N5PJO8SU,A1QXQTNF8CCL6C,Submitted,Mon Mar 11 20:46:08 PDT 2019,Mon Mar 11 20:46:20 PDT 2019,Thu Mar 14 20:46:20 PDT 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),orange,orange_juice,onion,orange,Bottom
34YWR3PJ2AQ3U5Y4QJ4LXH2R8PB0XP,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:38:23 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:38:23 PDT 2019,,,3R5F3LQFV50FO1OVJPZI9NA8R3QOZG,A12OKT7538ICSC,Submitted,Mon Mar 11 20:43:06 PDT 2019,Mon Mar 11 20:43:14 PDT 2019,Thu Mar 14 20:43:14 PDT 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),orange,orange_juice,grape_juice,coke,Top
34YWR3PJ2AQ3U5Y4QJ4LXH2R8PC0XQ,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:39:12 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:39:12 PDT 2019,,,3F0BG9B9MS38Y5MR6HGXKUFBVKE7YK,A22DDO8NILSX6O,Submitted,Mon Mar 11 20:46:41 PDT 2019,Mon Mar 11 20:52:23 PDT 2019,Thu Mar 14 20:52:23 PDT 2019,,,,342,0% (0/0),0% (0/0),0% (0/0),corn,cereal_2,potato_chips,corn,Bottom
34YWR3PJ2AQ3U5Y4QJ4LXH2R8PD0XR,3ZYIH7REHGQZXCDCF4R5DPNYLHB1OF,Which shelf should each object go on?,Place the object you see on the left onto the correct shelf on the right,"categorize, image, similarity",$0.01,Mon Mar 11 20:40:03 PDT 2019,1,BatchId:3563647;OriginalHitTemplateId:928390873;,10800,259200,Mon Mar 18 20:40:03 PDT 2019,,,3XM0HYN6NNFZY69022YKDDEGD2GPEV,A1GF8EYYW5PBOG,Submitted,Mon Mar 11 20:48:45 PDT 2019,Mon Mar 11 20:48:49 PDT 2019,Thu Mar 14 20:48:49 PDT 2019,,,,4,0% (0/0),0% (0/0),0% (0/0),cereal_2,bread,cereal_2,grape_juice,Middle
