"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.image_url2","Input.image_url3","Input.image_url4","Answer.categories","Approve","Reject"
"3VDVA3ILIFVSF8OWXS8HN0L6EYTG16","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","3PPTZCWALT0I9D1BY2RMYS59LH3QZS","A2OJ99U77NT3B1","Submitted","Tue Jul 02 21:55:59 PDT 2019","Tue Jul 02 21:56:06 PDT 2019","Wed Jul 10 21:56:06 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","beverage.jpg","cereal.jpg","onions.jpg","Bottom"
"3MYASTQBG9RDKSYMGHXOIGQH9I5QD1","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3KOPY89HMBI02XQ5I5C4XQO8SRE3JJ","A1NJ6Q940T7HEB","Submitted","Tue Jul 02 21:58:10 PDT 2019","Tue Jul 02 21:58:15 PDT 2019","Wed Jul 10 21:58:15 PDT 2019","","","","5","100% (110/110)","0% (0/0)","0% (0/0)","vegemite.jpg","carrot.jpeg","vegemite.jpg","dessert.jpg","Middle"
"32W3UF2EZQ1WQV5AIOV0V77USQC4CY","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3H8DHMCCWCRTV9YKTFISBEAXYT2KDW","A2235F2T52E49T","Submitted","Tue Jul 02 21:57:31 PDT 2019","Tue Jul 02 21:57:36 PDT 2019","Wed Jul 10 21:57:36 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","dessert.jpg","dessert.jpg","fruit.jpg","chips.jpg","Top"
"37VHPF5VYEJX9WSCURLDCJNZUC8C8D","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","3NS0A6KXC7ORWO7XV6MA4E17FUWGZP","AJQGWGESKQT4Y","Submitted","Tue Jul 02 21:58:32 PDT 2019","Tue Jul 02 21:58:37 PDT 2019","Wed Jul 10 21:58:37 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","onions.jpg","carrot.jpeg","dessert.jpg","Bottom"
"38DCH97KHJIQNEYEQDJZLELUE22QJF","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","3P4RDNWND8MFS08O38JR1WQXB9AJIY","ANP4Z5Y8BBDTY","Submitted","Tue Jul 02 21:57:04 PDT 2019","Tue Jul 02 21:57:11 PDT 2019","Wed Jul 10 21:57:11 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","carrot.jpeg","cereal.jpg","noodles.jpg","Middle"
"3E22YV8GG3M16SOK5YW2EGC1IQLNPP","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","374TNBHA8EBI4NR62GP3KLW7FNZQY1","AMYURTQIMAC8T","Submitted","Tue Jul 02 21:55:57 PDT 2019","Tue Jul 02 21:56:15 PDT 2019","Wed Jul 10 21:56:15 PDT 2019","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","fruit.jpg","vegemite.jpg","chips.jpg","Bottom"
"3INZSNUD8267STH0ZFM2WL0SZI29DZ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3NKQQ8O391L7Y53WNTMUH1JV0K0UD3","A2WSCOFC152V1Q","Submitted","Tue Jul 02 21:58:15 PDT 2019","Tue Jul 02 21:58:19 PDT 2019","Wed Jul 10 21:58:19 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","dessert.jpg","vegemite.jpg","chips.jpg","Middle"
"3E9ZFLPWO08E10FKU9TR3L2NYQ0XI7","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3NPFYT4IZFK2RT7IUOYP7TLW7UWXG7","A1IHI23KH87K5W","Submitted","Tue Jul 02 21:55:40 PDT 2019","Tue Jul 02 21:56:34 PDT 2019","Wed Jul 10 21:56:34 PDT 2019","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","fruit.jpg","beverage.jpg","cereal.jpg","Middle"
"33NKDW9FFZYNOXTK2ZX5SI4SLLGXC5","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:34 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:34 PDT 2019","","","30MVJZJNHPTMHZFLZEDEO3RUSJMJ9E","AFG3FXABPGSZS","Submitted","Tue Jul 02 21:55:45 PDT 2019","Tue Jul 02 21:55:59 PDT 2019","Wed Jul 10 21:55:59 PDT 2019","","","","14","100% (28/28)","0% (0/0)","0% (0/0)","cereal.jpg","carrot.jpeg","vegemite.jpg","dessert.jpg","Bottom"
"3TKXBROM5VQD6GAVD5EQCCU8NSMJI6","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","36TFCYNS47QGRP2TEUG7STXXMUAXH7","A1DXFMUVK5015A","Submitted","Tue Jul 02 21:57:29 PDT 2019","Tue Jul 02 21:57:39 PDT 2019","Wed Jul 10 21:57:39 PDT 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","onions.jpg","beverage.jpg","frozen_snack.png","Bottom"
"3PIOQ99R702EYXWGMKVWOMZ0Q7DNUL","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","3D8YOU6S9H08DWOHD6EGBV93JYD6UN","A1AYVATMT88U1W","Submitted","Tue Jul 02 21:56:24 PDT 2019","Tue Jul 02 21:56:38 PDT 2019","Wed Jul 10 21:56:38 PDT 2019","","","","14","100% (88/88)","0% (0/0)","0% (0/0)","chips.jpg","frozen_snack.png","noodles.jpg","beverage.jpg","Top"
"3EN4YVUOUE8AWBZQCRERFMHNB5PXJJ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3FIUS151DYIR57CS5EYLJ7L1440GGY","A3RH0FSJYQSFEZ","Submitted","Tue Jul 02 21:55:39 PDT 2019","Tue Jul 02 21:55:50 PDT 2019","Wed Jul 10 21:55:50 PDT 2019","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","noodles.jpg","chips.jpg","vegemite.jpg","Bottom"
"3BFF0DJK8ZSWEX9WUBM8IKN4USESTB","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:34 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:34 PDT 2019","","","3B1NLC6UG2CXIK5R8XO8DGZT5VPPGD","A1QXU4Q3CK75FK","Submitted","Tue Jul 02 21:58:54 PDT 2019","Tue Jul 02 21:59:17 PDT 2019","Wed Jul 10 21:59:17 PDT 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","dessert.jpg","vegemite.jpg","dessert.jpg","beverage.jpg","Top"
"3OND0WXMHYV5Z5DJTMLEFKG1I7BEHN","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","3C8HJ7UOPAAROY3J69K5HJL4BG7MZ2","A1EA65VORB7TPU","Submitted","Tue Jul 02 21:57:34 PDT 2019","Tue Jul 02 21:58:15 PDT 2019","Wed Jul 10 21:58:15 PDT 2019","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","fruit.jpg","beverage.jpg","fruit.jpg","dessert.jpg","Middle"
"368IUKXGA7OTZ7IS6HALC5QFN0X6PZ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3YJ6NA41JEW79MVSG39BATR9XN5JPA","A39RBYX03I6A51","Submitted","Tue Jul 02 21:57:30 PDT 2019","Tue Jul 02 21:57:39 PDT 2019","Wed Jul 10 21:57:39 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","fruit.jpg","onions.jpg","vegemite.jpg","noodles.jpg","Top"
"3INZSNUD8267STH0ZFM2WL0SZI1D92","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","351SEKWQS3XOLXYNERV8QR21NYWDMT","A34DIKYKLRRSIT","Submitted","Tue Jul 02 21:55:34 PDT 2019","Tue Jul 02 21:56:01 PDT 2019","Wed Jul 10 21:56:01 PDT 2019","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","chips.jpg","noodles.jpg","dessert.jpg","chips.jpg","Bottom"
"3R15W654VF9WI4METYVC1TYMIR7QLH","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","3X73LLYYQ4UBFVOPCOTYUR6ZKG0HN7","A3S2L2CASSHBA7","Submitted","Tue Jul 02 21:57:20 PDT 2019","Tue Jul 02 21:57:40 PDT 2019","Wed Jul 10 21:57:40 PDT 2019","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","fruit.jpg","dessert.jpg","fruit.jpg","chips.jpg","Middle"
"3IHWR4LC7FTOMZECM1HZNMLU7HRI8K","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","358010RM5H9L9QXDJJXB7UO6U9KVXU","A3AZWYP6HBVNRU","Submitted","Tue Jul 02 21:55:59 PDT 2019","Tue Jul 02 21:56:05 PDT 2019","Wed Jul 10 21:56:05 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","cereal.jpg","onions.jpg","carrot.jpeg","Top"
"3ZXV7Q5FJD46OB2Z25RJMB4LHGLCFU","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3JBT3HLQFBIX910WYPCXYNFZGLJPZ2","A1AYW18064EWED","Submitted","Tue Jul 02 21:59:05 PDT 2019","Tue Jul 02 22:01:35 PDT 2019","Wed Jul 10 22:01:35 PDT 2019","","","","150","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","chips.jpg","frozen_snack.png","fruit.jpg","Middle"
"3H5TOKO3DBZ7AEW98XIX97FKW41466","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","3FQ5JJ512O42HLPXI9WV7JMRCX4NKH","A3L6DHONHOKCXS","Submitted","Tue Jul 02 21:57:48 PDT 2019","Tue Jul 02 22:00:46 PDT 2019","Wed Jul 10 22:00:46 PDT 2019","","","","178","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","dessert.jpg","noodles.jpg","carrot.jpeg","Bottom"
"3U18MJKL1W2IC3FG0TAWUGDUJ76NCB","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:34 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:34 PDT 2019","","","3CN4LGXD504BFI484JIQHIV2JVIY4S","APCG2B9LG0MZ7","Submitted","Tue Jul 02 21:57:46 PDT 2019","Tue Jul 02 21:57:57 PDT 2019","Wed Jul 10 21:57:57 PDT 2019","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","cereal.jpg","chips.jpg","carrot.jpeg","cereal.jpg","Bottom"
"35YHTYFL1IJ2NK8ZTMMOC3SA2N0VFB","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3P59JYT76O05VIQRQZC3GM6PKF3T21","AH5C27EW5D73O","Submitted","Tue Jul 02 21:56:05 PDT 2019","Tue Jul 02 21:59:25 PDT 2019","Wed Jul 10 21:59:25 PDT 2019","","","","200","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","dessert.jpg","beverage.jpg","carrot.jpeg","Top"
"30IRMPJWD1ZLAZJWLD8BRJVCPD4KR9","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","30OG32W0SXRZVLXNMNLS9O9MS08ENO","AFG3FXABPGSZS","Submitted","Tue Jul 02 21:56:49 PDT 2019","Tue Jul 02 21:56:59 PDT 2019","Wed Jul 10 21:56:59 PDT 2019","","","","10","100% (28/28)","0% (0/0)","0% (0/0)","dessert.jpg","chips.jpg","onions.jpg","carrot.jpeg","Top"
"3PCPFX4U426AICCI7NSE6GT2LVLQFC","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3P1L2B7AD45VJC7R4O8918ZBR7GLOZ","AJQGWGESKQT4Y","Submitted","Tue Jul 02 22:00:47 PDT 2019","Tue Jul 02 22:01:00 PDT 2019","Wed Jul 10 22:01:00 PDT 2019","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","onions.jpg","beverage.jpg","vegemite.jpg","chips.jpg","Middle"
"3PUV2Q8SV6KQGMWXXZ0YNRVINI4DBC","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3EFVCAY5L6PM3UWBUM70O7WJ8D58JF","A8AYPFS4N3QWY","Submitted","Tue Jul 02 21:55:53 PDT 2019","Tue Jul 02 21:57:35 PDT 2019","Wed Jul 10 21:57:35 PDT 2019","","","","102","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","fruit.jpg","noodles.jpg","cereal.jpg","Bottom"
"39AYGO6AFH0TWM6FQ2XT8GLKNLW6N3","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","3DPNQGW4LOV9WYU2Y0NYYRB9KLQ46Z","AMFN57BJVYPPE","Submitted","Tue Jul 02 21:58:29 PDT 2019","Tue Jul 02 21:58:35 PDT 2019","Wed Jul 10 21:58:35 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","noodles.jpg","cereal.jpg","beverage.jpg","Top"
"3XBXDSS88AZGR1NQFCQ4V1UFFUUXLL","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3OE22WJIGL41NE71SFSEH0QUJZOUQ7","A34DIKYKLRRSIT","Submitted","Tue Jul 02 21:54:58 PDT 2019","Tue Jul 02 21:55:33 PDT 2019","Wed Jul 10 21:55:33 PDT 2019","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","carrot.jpeg","cereal.jpg","vegemite.jpg","frozen_snack.png","Bottom"
"3CMV9YRYP5HFWHI1Y8B34SM04WGJLK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3YW4XOSQKT1D6ANK702ZGZIMBNY1UL","AL6LZ3OVEIJ3M","Submitted","Tue Jul 02 21:58:27 PDT 2019","Tue Jul 02 21:58:33 PDT 2019","Wed Jul 10 21:58:33 PDT 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","noodles.jpg","dessert.jpg","fruit.jpg","chips.jpg","Bottom"
"3K8CQCU3KGHRQ1LLHKAX6AKXBNONWK","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:40 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:40 PDT 2019","","","3SLE99ER0QTV57ZMFKUW33AAZH3BZ2","AK0Y7Z9HRL7SG","Submitted","Tue Jul 02 21:56:35 PDT 2019","Tue Jul 02 21:56:46 PDT 2019","Wed Jul 10 21:56:46 PDT 2019","","","","11","100% (1/1)","0% (0/0)","0% (0/0)","frozen_snack.png","chips.jpg","cereal.jpg","dessert.jpg","Middle"
"3S1WOPCJFI91QB89HMOZRXWGVZFEJS","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:04 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:04 PDT 2019","","","386PBUZZXIDHI1GUOBG4TCIPSD4LJE","A24A69YAB0UI36","Submitted","Tue Jul 02 21:57:49 PDT 2019","Tue Jul 02 21:57:58 PDT 2019","Wed Jul 10 21:57:58 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","dessert.jpg","beverage.jpg","onions.jpg","Top"
"3CMIQF80GP6EZJJ76UPACAGPSWJ6QQ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","3RWE2M8QWKQ04VITEGMDOZ7IYZYN0B","A53H0SOKY1LON","Submitted","Tue Jul 02 21:57:34 PDT 2019","Tue Jul 02 21:57:55 PDT 2019","Wed Jul 10 21:57:55 PDT 2019","","","","21","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","dessert.jpg","cereal.jpg","carrot.jpeg","Top"
"3YGYP13643PMI54ZIQ0RJBCGJ89NRH","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:38 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:38 PDT 2019","","","39DD6S19JSRTCAB6PBWM4BGV2EGEZ5","A094612415T5EHTYKXTQ","Submitted","Tue Jul 02 21:57:00 PDT 2019","Tue Jul 02 21:57:07 PDT 2019","Wed Jul 10 21:57:07 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","frozen_snack.png","beverage.jpg","noodles.jpg","vegemite.jpg","Middle"
"3O2Y2UIUCSAO79ENUI8HAUHTMPTKFE","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:34 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:34 PDT 2019","","","3ATPCQ38JBQQH7KPDKSHULH2B5DAYE","A3HWIDZ2MRAKTX","Submitted","Tue Jul 02 21:55:35 PDT 2019","Tue Jul 02 21:56:09 PDT 2019","Wed Jul 10 21:56:09 PDT 2019","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","beverage.jpg","beverage.jpg","fruit.jpg","frozen_snack.png","Top"
"3GVPRXWRPJAKML9TCWPT9MPZWXLI7X","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:37 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:37 PDT 2019","","","3QEMNNSB20F50UR0ALTJ795BS927DD","A1AYVATMT88U1W","Submitted","Tue Jul 02 21:56:39 PDT 2019","Tue Jul 02 21:56:58 PDT 2019","Wed Jul 10 21:56:58 PDT 2019","","","","19","100% (88/88)","0% (0/0)","0% (0/0)","carrot.jpeg","chips.jpg","cereal.jpg","dessert.jpg","Bottom"
"3SNR5F7R9495V0O3Z43ZFWHGIKPIEJ","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:53:40 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:53:40 PDT 2019","","","34HJIJKLP8CUBO93Z8V6AJR81EFV4F","A1AYVATMT88U1W","Submitted","Tue Jul 02 21:55:29 PDT 2019","Tue Jul 02 21:55:50 PDT 2019","Wed Jul 10 21:55:50 PDT 2019","","","","21","100% (88/88)","0% (0/0)","0% (0/0)","cereal.jpg","carrot.jpeg","noodles.jpg","chips.jpg","Middle"
"3TY2U1TEB9Q91RU1VNZQOD9807BJJI","3YWCO65Q5IJ2BZ5AYYF9OPZOVQX0QT","Which shelf should each object go on?","Place the object you see on the left onto the correct shelf on the right","categorize, image, similarity","$0.01","Tue Jul 02 21:54:05 PDT 2019","1","BatchId:3694551;OriginalHitTemplateId:928390873;","10800","691200","Tue Jul 09 21:54:05 PDT 2019","","","33NF62TLXMI6YVYC3B43EC5A3DZJK9","A19JBW0GP1QKRG","Submitted","Tue Jul 02 21:57:05 PDT 2019","Tue Jul 02 22:04:28 PDT 2019","Wed Jul 10 22:04:28 PDT 2019","","","","443","0% (0/0)","0% (0/0)","0% (0/0)","vegemite.jpg","fruit.jpg","noodles.jpg","chips.jpg","Middle"
